wl nw Kw GSV1 GSV2 GSV3
1428 1.32 28.9 -0.150816 0.960354 0.040838
1429 1.32 29.1 -0.156893 0.961017 0.024909
1430 1.32 29.3 -0.16297 0.96168 0.00898
1431 1.32 29.4 -0.165586 0.96203 0.00325
1432 1.32 29.6 -0.168202 0.96238 -0.00248
1433 1.32 29.7 -0.170818 0.96273 -0.00821
1434 1.32 29.8 -0.173434 0.96308 -0.01394
1435 1.32 29.9 -0.17605 0.96343 -0.01967
1436 1.32 30 -0.178666 0.96378 -0.0254
1437 1.32 30.1 -0.181282 0.96413 -0.03113
1438 1.32 30.2 -0.183898 0.96448 -0.03686
1439 1.32 30.3 -0.186514 0.96483 -0.04259
1440 1.32 30.4 -0.18913 0.96518 -0.04832
1441 1.32 30.4 -0.190611 0.965406 -0.050852
1442 1.32 30.5 -0.192092 0.965632 -0.053384
1443 1.32 30.5 -0.193573 0.965858 -0.055916
1444 1.32 30.5 -0.195054 0.966084 -0.058448
1445 1.32 30.5 -0.196535 0.96631 -0.06098
1446 1.32 30.6 -0.198016 0.966536 -0.063512
1447 1.32 30.6 -0.199497 0.966762 -0.066044
1448 1.32 30.6 -0.200978 0.966988 -0.068576
1449 1.32 30.6 -0.202459 0.967214 -0.071108
1450 1.32 30.5 -0.20394 0.96744 -0.07364
1451 1.32 30.5 -0.205006 0.967611 -0.075372
1452 1.32 30.5 -0.206072 0.967782 -0.077104
1453 1.32 30.5 -0.207138 0.967953 -0.078836
1454 1.32 30.4 -0.208204 0.968124 -0.080568
1455 1.32 30.4 -0.20927 0.968295 -0.0823
1456 1.32 30.3 -0.210336 0.968466 -0.084032
1457 1.32 30.2 -0.211402 0.968637 -0.085764
1458 1.32 30.1 -0.212468 0.968808 -0.087496
1459 1.32 30.1 -0.213534 0.968979 -0.089228
1460 1.32 30 -0.2146 0.96915 -0.09096
1461 1.32 29.8 -0.21575 0.969342 -0.092805
1462 1.32 29.7 -0.2169 0.969534 -0.09465
1463 1.32 29.6 -0.21805 0.969726 -0.096495
1464 1.32 29.4 -0.2192 0.969918 -0.09834
1465 1.32 29.2 -0.22035 0.97011 -0.100185
1466 1.32 29 -0.2215 0.970302 -0.10203
1467 1.32 28.7 -0.22265 0.970494 -0.103875
1468 1.32 28.5 -0.2238 0.970686 -0.10572
1469 1.32 28.3 -0.22495 0.970878 -0.107565
1470 1.32 28 -0.2261 0.97107 -0.10941
1471 1.32 27.8 -0.227626 0.971304 -0.11187
1472 1.32 27.5 -0.229152 0.971538 -0.11433
1473 1.32 27.2 -0.230678 0.971772 -0.11679
1474 1.32 27 -0.232204 0.972006 -0.11925
1475 1.32 26.6 -0.23373 0.97224 -0.12171
1476 1.32 26.4 -0.235256 0.972474 -0.12417
1477 1.32 26.1 -0.236782 0.972708 -0.12663
1478 1.32 25.8 -0.238308 0.972942 -0.12909
1479 1.32 25.6 -0.239834 0.973176 -0.13155
1480 1.32 25.2 -0.24136 0.97341 -0.13401
1481 1.32 25 -0.242778 0.973635 -0.135995
1482 1.32 24.7 -0.244196 0.97386 -0.13798
1483 1.32 24.4 -0.245614 0.974085 -0.139965
1484 1.32 24.1 -0.247032 0.97431 -0.14195
1485 1.32 23.9 -0.24845 0.974535 -0.143935
1486 1.32 23.6 -0.249868 0.97476 -0.14592
1487 1.32 23.3 -0.251286 0.974985 -0.147905
1488 1.32 23.1 -0.252704 0.97521 -0.14989
1489 1.32 22.7 -0.254122 0.975435 -0.151875
1490 1.32 22.5 -0.25554 0.97566 -0.15386
1491 1.32 22.2 -0.256759 0.975875 -0.155554
1492 1.32 21.9 -0.257978 0.97609 -0.157248
1493 1.32 21.6 -0.259197 0.976305 -0.158942
1494 1.32 21.4 -0.260416 0.97652 -0.160636
1495 1.32 21.1 -0.261635 0.976735 -0.16233
1496 1.32 20.8 -0.262854 0.97695 -0.164024
1497 1.32 20.5 -0.264073 0.977165 -0.165718
1498 1.32 20.3 -0.265292 0.97738 -0.167412
1499 1.32 20 -0.266511 0.977595 -0.169106
1500 1.32 19.7 -0.26773 0.97781 -0.1708
1501 1.32 19.5 -0.268949 0.978012 -0.172453
1502 1.32 19.2 -0.270168 0.978214 -0.174106
1503 1.32 19 -0.271387 0.978416 -0.175759
1504 1.32 18.7 -0.272606 0.978618 -0.177412
1505 1.32 18.5 -0.273825 0.97882 -0.179065
1506 1.32 18.3 -0.275044 0.979022 -0.180718
1507 1.32 18 -0.276263 0.979224 -0.182371
1508 1.32 17.8 -0.277482 0.979426 -0.184024
1509 1.32 17.6 -0.278701 0.979628 -0.185677
1510 1.32 17.3 -0.27992 0.97983 -0.18733
1511 1.32 17.1 -0.28098 0.98001 -0.188495
1512 1.32 16.9 -0.28204 0.98019 -0.18966
1513 1.32 16.7 -0.2831 0.98037 -0.190825
1514 1.32 16.5 -0.28416 0.98055 -0.19199
1515 1.32 16.2 -0.28522 0.98073 -0.193155
1516 1.32 16.1 -0.28628 0.98091 -0.19432
1517 1.32 15.8 -0.28734 0.98109 -0.195485
1518 1.32 15.6 -0.2884 0.98127 -0.19665
1519 1.32 15.5 -0.28946 0.98145 -0.197815
1520 1.32 15.3 -0.29052 0.98163 -0.19898
1521 1.32 15 -0.291496 0.981791 -0.199947
1522 1.32 14.9 -0.292472 0.981952 -0.200914
1523 1.32 14.7 -0.293448 0.982113 -0.201881
1524 1.32 14.5 -0.294424 0.982274 -0.202848
1525 1.32 14.3 -0.2954 0.982435 -0.203815
1526 1.32 14.1 -0.296376 0.982596 -0.204782
1527 1.32 14 -0.297352 0.982757 -0.205749
1528 1.32 13.8 -0.298328 0.982918 -0.206716
1529 1.32 13.6 -0.299304 0.983079 -0.207683
1530 1.32 13.5 -0.30028 0.98324 -0.20865
1531 1.32 13.3 -0.301111 0.983381 -0.209358
1532 1.32 13.2 -0.301942 0.983522 -0.210066
1533 1.32 13 -0.302773 0.983663 -0.210774
1534 1.32 12.8 -0.303604 0.983804 -0.211482
1535 1.32 12.7 -0.304435 0.983945 -0.21219
1536 1.32 12.5 -0.305266 0.984086 -0.212898
1537 1.32 12.4 -0.306097 0.984227 -0.213606
1538 1.32 12.2 -0.306928 0.984368 -0.214314
1539 1.32 12.1 -0.307759 0.984509 -0.215022
1540 1.32 11.9 -0.30859 0.98465 -0.21573
1541 1.32 11.8 -0.309258 0.984781 -0.216324
1542 1.32 11.7 -0.309926 0.984912 -0.216918
1543 1.32 11.5 -0.310594 0.985043 -0.217512
1544 1.32 11.4 -0.311262 0.985174 -0.218106
1545 1.32 11.3 -0.31193 0.985305 -0.2187
1546 1.32 11.1 -0.312598 0.985436 -0.219294
1547 1.32 11 -0.313266 0.985567 -0.219888
1548 1.32 10.9 -0.313934 0.985698 -0.220482
1549 1.32 10.8 -0.314602 0.985829 -0.221076
1550 1.32 10.6 -0.31527 0.98596 -0.22167
1551 1.32 10.5 -0.315969 0.986083 -0.222376
1552 1.32 10.4 -0.316668 0.986206 -0.223082
1553 1.32 10.3 -0.317367 0.986329 -0.223788
1554 1.32 10.2 -0.318066 0.986452 -0.224494
1555 1.32 10.1 -0.318765 0.986575 -0.2252
1556 1.32 10 -0.319464 0.986698 -0.225906
1557 1.32 9.91 -0.320163 0.986821 -0.226612
1558 1.32 9.84 -0.320862 0.986944 -0.227318
1559 1.32 9.75 -0.321561 0.987067 -0.228024
1560 1.32 9.66 -0.32226 0.98719 -0.22873
1561 1.32 9.56 -0.322903 0.98731 -0.229312
1562 1.32 9.48 -0.323546 0.98743 -0.229894
1563 1.32 9.38 -0.324189 0.98755 -0.230476
1564 1.32 9.31 -0.324832 0.98767 -0.231058
1565 1.32 9.2 -0.325475 0.98779 -0.23164
1566 1.32 9.13 -0.326118 0.98791 -0.232222
1567 1.32 9.05 -0.326761 0.98803 -0.232804
1568 1.32 8.98 -0.327404 0.98815 -0.233386
1569 1.32 8.9 -0.328047 0.98827 -0.233968
1570 1.32 8.82 -0.32869 0.98839 -0.23455
1571 1.32 8.74 -0.329273 0.988505 -0.234914
1572 1.32 8.67 -0.329856 0.98862 -0.235278
1573 1.32 8.59 -0.330439 0.988735 -0.235642
1574 1.32 8.51 -0.331022 0.98885 -0.236006
1575 1.32 8.45 -0.331605 0.988965 -0.23637
1576 1.32 8.36 -0.332188 0.98908 -0.236734
1577 1.32 8.3 -0.332771 0.989195 -0.237098
1578 1.32 8.23 -0.333354 0.98931 -0.237462
1579 1.32 8.16 -0.333937 0.989425 -0.237826
1580 1.32 8.1 -0.33452 0.98954 -0.23819
1581 1.32 8.04 -0.335056 0.989648 -0.238404
1582 1.32 7.96 -0.335592 0.989756 -0.238618
1583 1.32 7.89 -0.336128 0.989864 -0.238832
1584 1.32 7.83 -0.336664 0.989972 -0.239046
1585 1.32 7.77 -0.3372 0.99008 -0.23926
1586 1.32 7.71 -0.337736 0.990188 -0.239474
1587 1.32 7.65 -0.338272 0.990296 -0.239688
1588 1.32 7.61 -0.338808 0.990404 -0.239902
1589 1.32 7.55 -0.339344 0.990512 -0.240116
1590 1.32 7.5 -0.33988 0.99062 -0.24033
1591 1.32 7.43 -0.340381 0.990723 -0.240462
1592 1.32 7.37 -0.340882 0.990826 -0.240594
1593 1.32 7.32 -0.341383 0.990929 -0.240726
1594 1.32 7.25 -0.341884 0.991032 -0.240858
1595 1.32 7.2 -0.342385 0.991135 -0.24099
1596 1.32 7.16 -0.342886 0.991238 -0.241122
1597 1.32 7.12 -0.343387 0.991341 -0.241254
1598 1.32 7.08 -0.343888 0.991444 -0.241386
1599 1.32 7.04 -0.344389 0.991547 -0.241518
1600 1.32 6.99 -0.34489 0.99165 -0.24165
1601 1.32 6.94 -0.345335 0.991744 -0.241667
1602 1.32 6.91 -0.34578 0.991838 -0.241684
1603 1.32 6.87 -0.346225 0.991932 -0.241701
1604 1.32 6.83 -0.34667 0.992026 -0.241718
1605 1.32 6.78 -0.347115 0.99212 -0.241735
1606 1.32 6.74 -0.34756 0.992214 -0.241752
1607 1.32 6.71 -0.348005 0.992308 -0.241769
1608 1.32 6.7 -0.34845 0.992402 -0.241786
1609 1.32 6.65 -0.348895 0.992496 -0.241803
1610 1.32 6.63 -0.34934 0.99259 -0.24182
1611 1.32 6.6 -0.349743 0.992678 -0.241749
1612 1.32 6.57 -0.350146 0.992766 -0.241678
1613 1.32 6.53 -0.350549 0.992854 -0.241607
1614 1.32 6.5 -0.350952 0.992942 -0.241536
1615 1.32 6.47 -0.351355 0.99303 -0.241465
1616 1.32 6.45 -0.351758 0.993118 -0.241394
1617 1.32 6.42 -0.352161 0.993206 -0.241323
1618 1.32 6.4 -0.352564 0.993294 -0.241252
1619 1.32 6.36 -0.352967 0.993382 -0.241181
1620 1.32 6.35 -0.35337 0.99347 -0.24111
1621 1.32 6.31 -0.35372 0.993551 -0.240985
1622 1.32 6.28 -0.35407 0.993632 -0.24086
1623 1.32 6.25 -0.35442 0.993713 -0.240735
1624 1.32 6.21 -0.35477 0.993794 -0.24061
1625 1.32 6.19 -0.35512 0.993875 -0.240485
1626 1.32 6.16 -0.35547 0.993956 -0.24036
1627 1.32 6.13 -0.35582 0.994037 -0.240235
1628 1.32 6.12 -0.35617 0.994118 -0.24011
1629 1.32 6.09 -0.35652 0.994199 -0.239985
1630 1.32 6.08 -0.35687 0.99428 -0.23986
1631 1.32 6.05 -0.357178 0.994357 -0.239711
1632 1.32 6.05 -0.357486 0.994434 -0.239562
1633 1.32 6.02 -0.357794 0.994511 -0.239413
1634 1.32 6.01 -0.358102 0.994588 -0.239264
1635 1.32 5.98 -0.35841 0.994665 -0.239115
1636 1.32 5.97 -0.358718 0.994742 -0.238966
1637 1.32 5.95 -0.359026 0.994819 -0.238817
1638 1.32 5.94 -0.359334 0.994896 -0.238668
1639 1.32 5.92 -0.359642 0.994973 -0.238519
1640 1.32 5.91 -0.35995 0.99505 -0.23837
1641 1.32 5.89 -0.360185 0.995114 -0.238215
1642 1.32 5.88 -0.36042 0.995178 -0.23806
1643 1.32 5.85 -0.360655 0.995242 -0.237905
1644 1.32 5.83 -0.36089 0.995306 -0.23775
1645 1.32 5.8 -0.361125 0.99537 -0.237595
1646 1.32 5.79 -0.36136 0.995434 -0.23744
1647 1.32 5.75 -0.361595 0.995498 -0.237285
1648 1.32 5.75 -0.36183 0.995562 -0.23713
1649 1.32 5.72 -0.362065 0.995626 -0.236975
1650 1.32 5.71 -0.3623 0.99569 -0.23682
1651 1.32 5.69 -0.362472 0.995752 -0.236625
1652 1.32 5.68 -0.362644 0.995814 -0.23643
1653 1.32 5.66 -0.362816 0.995876 -0.236235
1654 1.32 5.66 -0.362988 0.995938 -0.23604
1655 1.32 5.64 -0.36316 0.996 -0.235845
1656 1.32 5.65 -0.363332 0.996062 -0.23565
1657 1.32 5.63 -0.363504 0.996124 -0.235455
1658 1.32 5.63 -0.363676 0.996186 -0.23526
1659 1.32 5.62 -0.363848 0.996248 -0.235065
1660 1.32 5.62 -0.36402 0.99631 -0.23487
1661 1.32 5.6 -0.36421 0.996369 -0.234575
1662 1.32 5.61 -0.3644 0.996428 -0.23428
1663 1.32 5.6 -0.36459 0.996487 -0.233985
1664 1.32 5.6 -0.36478 0.996546 -0.23369
1665 1.32 5.58 -0.36497 0.996605 -0.233395
1666 1.32 5.58 -0.36516 0.996664 -0.2331
1667 1.32 5.56 -0.36535 0.996723 -0.232805
1668 1.32 5.56 -0.36554 0.996782 -0.23251
1669 1.32 5.55 -0.36573 0.996841 -0.232215
1670 1.32 5.55 -0.36592 0.9969 -0.23192
1671 1.32 5.54 -0.366105 0.996934 -0.23153
1672 1.32 5.54 -0.36629 0.996968 -0.23114
1673 1.32 5.53 -0.366475 0.997002 -0.23075
1674 1.32 5.53 -0.36666 0.997036 -0.23036
1675 1.32 5.53 -0.366845 0.99707 -0.22997
1676 1.32 5.53 -0.36703 0.997104 -0.22958
1677 1.32 5.53 -0.367215 0.997138 -0.22919
1678 1.32 5.53 -0.3674 0.997172 -0.2288
1679 1.32 5.52 -0.367585 0.997206 -0.22841
1680 1.32 5.52 -0.36777 0.99724 -0.22802
1681 1.32 5.52 -0.367877 0.997283 -0.227533
1682 1.32 5.53 -0.367984 0.997326 -0.227046
1683 1.32 5.52 -0.368091 0.997369 -0.226559
1684 1.32 5.52 -0.368198 0.997412 -0.226072
1685 1.32 5.52 -0.368305 0.997455 -0.225585
1686 1.32 5.52 -0.368412 0.997498 -0.225098
1687 1.32 5.51 -0.368519 0.997541 -0.224611
1688 1.32 5.53 -0.368626 0.997584 -0.224124
1689 1.32 5.51 -0.368733 0.997627 -0.223637
1690 1.32 5.52 -0.36884 0.99767 -0.22315
1691 1.32 5.52 -0.368919 0.99771 -0.222594
1692 1.32 5.52 -0.368998 0.99775 -0.222038
1693 1.32 5.51 -0.369077 0.99779 -0.221482
1694 1.32 5.52 -0.369156 0.99783 -0.220926
1695 1.32 5.52 -0.369235 0.99787 -0.22037
1696 1.32 5.54 -0.369314 0.99791 -0.219814
1697 1.31 5.54 -0.369393 0.99795 -0.219258
1698 1.31 5.54 -0.369472 0.99799 -0.218702
1699 1.31 5.56 -0.369551 0.99803 -0.218146
1700 1.31 5.57 -0.36963 0.99807 -0.21759
1701 1.31 5.58 -0.369634 0.99808 -0.216954
1702 1.31 5.61 -0.369638 0.99809 -0.216318
1703 1.31 5.61 -0.369642 0.9981 -0.215682
1704 1.31 5.63 -0.369646 0.99811 -0.215046
1705 1.31 5.64 -0.36965 0.99812 -0.21441
1706 1.31 5.66 -0.369654 0.99813 -0.213774
1707 1.31 5.67 -0.369658 0.99814 -0.213138
1708 1.31 5.69 -0.369662 0.99815 -0.212502
1709 1.31 5.7 -0.369666 0.99816 -0.211866
1710 1.31 5.73 -0.36967 0.99817 -0.21123
1711 1.31 5.75 -0.369578 0.998156 -0.210433
1712 1.31 5.77 -0.369486 0.998142 -0.209636
1713 1.31 5.78 -0.369394 0.998128 -0.208839
1714 1.31 5.8 -0.369302 0.998114 -0.208042
1715 1.31 5.81 -0.36921 0.9981 -0.207245
1716 1.31 5.83 -0.369118 0.998086 -0.206448
1717 1.31 5.84 -0.369026 0.998072 -0.205651
1718 1.31 5.88 -0.368934 0.998058 -0.204854
1719 1.31 5.89 -0.368842 0.998044 -0.204057
1720 1.31 5.93 -0.36875 0.99803 -0.20326
1721 1.31 5.95 -0.368589 0.998 -0.202181
1722 1.31 5.97 -0.368428 0.99797 -0.201102
1723 1.31 6 -0.368267 0.99794 -0.200023
1724 1.31 6.03 -0.368106 0.99791 -0.198944
1725 1.31 6.05 -0.367945 0.99788 -0.197865
1726 1.31 6.09 -0.367784 0.99785 -0.196786
1727 1.31 6.1 -0.367623 0.99782 -0.195707
1728 1.31 6.14 -0.367462 0.99779 -0.194628
1729 1.31 6.17 -0.367301 0.99776 -0.193549
1730 1.31 6.2 -0.36714 0.99773 -0.19247
1731 1.31 6.22 -0.367036 0.99773 -0.190954
1732 1.31 6.26 -0.366932 0.99773 -0.189438
1733 1.31 6.28 -0.366828 0.99773 -0.187922
1734 1.31 6.34 -0.366724 0.99773 -0.186406
1735 1.31 6.37 -0.36662 0.99773 -0.18489
1736 1.31 6.39 -0.366516 0.99773 -0.183374
1737 1.31 6.45 -0.366412 0.99773 -0.181858
1738 1.31 6.49 -0.366308 0.99773 -0.180342
1739 1.31 6.52 -0.366204 0.99773 -0.178826
1740 1.31 6.57 -0.3661 0.99773 -0.17731
1741 1.31 6.62 -0.365895 0.997704 -0.175921
1742 1.31 6.66 -0.36569 0.997678 -0.174532
1743 1.31 6.69 -0.365485 0.997652 -0.173143
1744 1.31 6.75 -0.36528 0.997626 -0.171754
1745 1.31 6.8 -0.365075 0.9976 -0.170365
1746 1.31 6.84 -0.36487 0.997574 -0.168976
1747 1.31 6.9 -0.364665 0.997548 -0.167587
1748 1.31 6.96 -0.36446 0.997522 -0.166198
1749 1.31 7 -0.364255 0.997496 -0.164809
1750 1.31 7.05 -0.36405 0.99747 -0.16342
1751 1.31 7.11 -0.363763 0.997438 -0.16217
1752 1.31 7.18 -0.363476 0.997406 -0.16092
1753 1.31 7.24 -0.363189 0.997374 -0.15967
1754 1.31 7.27 -0.362902 0.997342 -0.15842
1755 1.31 7.34 -0.362615 0.99731 -0.15717
1756 1.31 7.41 -0.362328 0.997278 -0.15592
1757 1.31 7.48 -0.362041 0.997246 -0.15467
1758 1.31 7.54 -0.361754 0.997214 -0.15342
1759 1.31 7.59 -0.361467 0.997182 -0.15217
1760 1.31 7.67 -0.36118 0.99715 -0.15092
1761 1.31 7.73 -0.360907 0.997145 -0.149486
1762 1.31 7.78 -0.360634 0.99714 -0.148052
1763 1.31 7.83 -0.360361 0.997135 -0.146618
1764 1.31 7.89 -0.360088 0.99713 -0.145184
1765 1.31 7.95 -0.359815 0.997125 -0.14375
1766 1.31 8 -0.359542 0.99712 -0.142316
1767 1.31 8.05 -0.359269 0.997115 -0.140882
1768 1.31 8.1 -0.358996 0.99711 -0.139448
1769 1.31 8.16 -0.358723 0.997105 -0.138014
1770 1.31 8.21 -0.35845 0.9971 -0.13658
1771 1.31 8.24 -0.3582 0.997103 -0.135091
1772 1.31 8.26 -0.35795 0.997106 -0.133602
1773 1.31 8.32 -0.3577 0.997109 -0.132113
1774 1.31 8.35 -0.35745 0.997112 -0.130624
1775 1.31 8.39 -0.3572 0.997115 -0.129135
1776 1.31 8.43 -0.35695 0.997118 -0.127646
1777 1.31 8.45 -0.3567 0.997121 -0.126157
1778 1.31 8.48 -0.35645 0.997124 -0.124668
1779 1.31 8.51 -0.3562 0.997127 -0.123179
1780 1.31 8.54 -0.35595 0.99713 -0.12169
1781 1.31 8.56 -0.355725 0.997142 -0.120413
1782 1.31 8.59 -0.3555 0.997154 -0.119136
1783 1.31 8.62 -0.355275 0.997166 -0.117859
1784 1.31 8.64 -0.35505 0.997178 -0.116582
1785 1.31 8.67 -0.354825 0.99719 -0.115305
1786 1.31 8.69 -0.3546 0.997202 -0.114028
1787 1.31 8.72 -0.354375 0.997214 -0.112751
1788 1.31 8.74 -0.35415 0.997226 -0.111474
1789 1.31 8.76 -0.353925 0.997238 -0.110197
1790 1.31 8.78 -0.3537 0.99725 -0.10892
1791 1.31 8.78 -0.353681 0.997294 -0.108077
1792 1.31 8.78 -0.353662 0.997338 -0.107234
1793 1.31 8.79 -0.353643 0.997382 -0.106391
1794 1.31 8.81 -0.353624 0.997426 -0.105548
1795 1.31 8.81 -0.353605 0.99747 -0.104705
1796 1.31 8.81 -0.353586 0.997514 -0.103862
1797 1.31 8.81 -0.353567 0.997558 -0.103019
1798 1.31 8.8 -0.353548 0.997602 -0.102176
1799 1.31 8.8 -0.353529 0.997646 -0.101333
1800 1.31 8.79 -0.35351 0.99769 -0.10049
1801 1.31 8.78 -0.352449 0.997701 -0.098423
1802 1.31 8.77 -0.351388 0.997712 -0.096356
1803 1.31 8.75 -0.350327 0.997723 -0.094289
1804 1.31 8.75 -0.349266 0.997734 -0.092222
1805 1.31 8.74 -0.348205 0.997745 -0.090155
1806 1.31 8.74 -0.347144 0.997756 -0.088088
1807 1.31 8.74 -0.346083 0.997767 -0.086021
1808 1.31 8.74 -0.345022 0.997778 -0.083954
1809 1.31 8.75 -0.343961 0.997789 -0.081887
1810 1.31 8.76 -0.3429 0.9978 -0.07982
1811 1.31 8.78 -0.343145 0.997897 -0.079349
1812 1.31 8.79 -0.34339 0.997994 -0.078878
1813 1.31 8.79 -0.343635 0.998091 -0.078407
1814 1.31 8.8 -0.34388 0.998188 -0.077936
1815 1.31 8.79 -0.344125 0.998285 -0.077465
1816 1.31 8.81 -0.34437 0.998382 -0.076994
1817 1.31 8.82 -0.344615 0.998479 -0.076523
1818 1.31 8.84 -0.34486 0.998576 -0.076052
1819 1.31 8.85 -0.345105 0.998673 -0.075581
1820 1.31 8.85 -0.34535 0.99877 -0.07511
1821 1.31 8.86 -0.345667 0.998848 -0.074724
1822 1.31 8.87 -0.345984 0.998926 -0.074338
1823 1.31 8.87 -0.346301 0.999004 -0.073952
1824 1.31 8.88 -0.346618 0.999082 -0.073566
1825 1.31 8.89 -0.346935 0.99916 -0.07318
1826 1.31 8.9 -0.347252 0.999238 -0.072794
1827 1.31 8.92 -0.347569 0.999316 -0.072408
1828 1.31 8.95 -0.347886 0.999394 -0.072022
1829 1.31 8.97 -0.348203 0.999472 -0.071636
1830 1.31 9.01 -0.34852 0.99955 -0.07125
1831 1.31 9.03 -0.348596 0.999595 -0.070244
1832 1.31 9.11 -0.348672 0.99964 -0.069238
1833 1.31 9.15 -0.348748 0.999685 -0.068232
1834 1.31 9.2 -0.348824 0.99973 -0.067226
1835 1.31 9.26 -0.3489 0.999775 -0.06622
1836 1.31 9.32 -0.348976 0.99982 -0.065214
1837 1.31 9.38 -0.349052 0.999865 -0.064208
1838 1.31 9.46 -0.349128 0.99991 -0.063202
1839 1.31 9.54 -0.349204 0.999955 -0.062196
1840 1.31 9.63 -0.34928 1 -0.06119
1841 1.31 9.72 -0.349247 0.999929 -0.060108
1842 1.31 9.82 -0.349214 0.999858 -0.059026
1843 1.31 9.94 -0.349181 0.999787 -0.057944
1844 1.31 10.1 -0.349148 0.999716 -0.056862
1845 1.31 10.2 -0.349115 0.999645 -0.05578
1846 1.31 10.3 -0.349082 0.999574 -0.054698
1847 1.31 10.4 -0.349049 0.999503 -0.053616
1848 1.31 10.6 -0.349016 0.999432 -0.052534
1849 1.31 10.8 -0.348983 0.999361 -0.051452
1850 1.31 10.9 -0.34895 0.99929 -0.05037
1851 1.31 11.1 -0.347857 0.999112 -0.047144
1852 1.31 11.4 -0.346764 0.998934 -0.043918
1853 1.31 11.6 -0.345671 0.998756 -0.040692
1854 1.31 11.8 -0.344578 0.998578 -0.037466
1855 1.31 12.1 -0.343485 0.9984 -0.03424
1856 1.31 12.4 -0.342392 0.998222 -0.031014
1857 1.31 12.7 -0.341299 0.998044 -0.027788
1858 1.31 13 -0.340206 0.997866 -0.024562
1859 1.31 13.3 -0.339113 0.997688 -0.021336
1860 1.31 13.8 -0.33802 0.99751 -0.01811
1861 1.31 14.1 -0.334293 0.997158 -0.009451
1862 1.31 14.8 -0.330566 0.996806 -0.000792000000000001
1863 1.31 15.3 -0.326839 0.996454 0.007867
1864 1.31 15.9 -0.323112 0.996102 0.016526
1865 1.31 16.4 -0.319385 0.99575 0.025185
1866 1.31 17.1 -0.315658 0.995398 0.033844
1867 1.31 17.7 -0.311931 0.995046 0.042503
1868 1.31 18.5 -0.308204 0.994694 0.051162
1869 1.31 19.3 -0.304477 0.994342 0.059821
1870 1.31 20.5 -0.30075 0.99399 0.06848
1871 1.31 21.5 -0.294102 0.992872 0.082581
1872 1.31 22.5 -0.287454 0.991754 0.096682
1873 1.31 23.7 -0.280806 0.990636 0.110783
1874 1.31 24.8 -0.274158 0.989518 0.124884
1875 1.31 26.2 -0.26751 0.9884 0.138985
1876 1.31 27.5 -0.260862 0.987282 0.153086
1877 1.31 29.7 -0.254214 0.986164 0.167187
1878 1.31 31.4 -0.247566 0.985046 0.181288
1879 1.31 33.2 -0.240918 0.983928 0.195389
1880 1.31 35 -0.23427 0.98281 0.20949
1881 1.31 37.3 -0.224318 0.981084 0.226924
1882 1.31 39.3 -0.214366 0.979358 0.244358
1883 1.31 42.7 -0.204414 0.977632 0.261792
1884 1.31 45.3 -0.194462 0.975906 0.279226
1885 1.31 47.9 -0.18451 0.97418 0.29666
1886 1.31 50.6 -0.174558 0.972454 0.314094
1887 1.31 53.6 -0.164606 0.970728 0.331528
1888 1.31 57.6 -0.154654 0.969002 0.348962
1889 1.31 60.9 -0.144702 0.967276 0.366396
1890 1.31 64 -0.13475 0.96555 0.38383
1891 1.31 67.2 -0.122648 0.963104 0.402909
1892 1.31 70.6 -0.110546 0.960658 0.421988
1893 1.31 75 -0.098444 0.958212 0.441067
1894 1.31 78.4 -0.086342 0.955766 0.460146
1895 1.31 81.6 -0.07424 0.95332 0.479225
1896 1.31 84.7 -0.062138 0.950874 0.498304
1897 1.31 87.5 -0.050036 0.948428 0.517383
1898 1.31 91.9 -0.037934 0.945982 0.536462
1899 1.31 94.6 -0.025832 0.943536 0.555541
1900 1.31 97.2 -0.01373 0.94109 0.57462
1901 1.31 100 -0.006205 0.939295 0.583689
1902 1.31 103 0.00132 0.9375 0.592758
1903 1.31 106 0.008845 0.935705 0.601827
1904 1.31 108 0.01637 0.93391 0.610896
1905 1.31 110 0.023895 0.932115 0.619965
1906 1.31 112 0.03142 0.93032 0.629034
1907 1.31 114 0.038945 0.928525 0.638103
1908 1.31 116 0.04647 0.92673 0.647172
1909 1.31 117 0.053995 0.924935 0.656241
1910 1.31 119 0.06152 0.92314 0.66531
1911 1.31 120 0.062637 0.922838 0.662964
1912 1.31 122 0.063754 0.922536 0.660618
1913 1.31 123 0.064871 0.922234 0.658272
1914 1.31 124 0.065988 0.921932 0.655926
1915 1.31 125 0.067105 0.92163 0.65358
1916 1.31 126 0.068222 0.921328 0.651234
1917 1.31 127 0.069339 0.921026 0.648888
1918 1.31 128 0.070456 0.920724 0.646542
1919 1.31 128 0.071573 0.920422 0.644196
1920 1.31 129 0.07269 0.92012 0.64185
1921 1.31 129 0.070908 0.920384 0.637278
1922 1.31 130 0.069126 0.920648 0.632706
1923 1.31 130 0.067344 0.920912 0.628134
1924 1.31 130 0.065562 0.921176 0.623562
1925 1.31 130 0.06378 0.92144 0.61899
1926 1.31 131 0.061998 0.921704 0.614418
1927 1.31 131 0.060216 0.921968 0.609846
1928 1.31 131 0.058434 0.922232 0.605274
1929 1.31 131 0.056652 0.922496 0.600702
1930 1.31 130 0.05487 0.92276 0.59613
1931 1.31 130 0.052506 0.923209 0.592827
1932 1.31 130 0.050142 0.923658 0.589524
1933 1.31 130 0.047778 0.924107 0.586221
1934 1.31 129 0.045414 0.924556 0.582918
