wl nw Kw GSV1 GSV2 GSV3
919 1.33 0.0841 0.253753 0.878531 -0.314104
920 1.33 0.0853 0.2523 0.87883 -0.31304
921 1.33 0.088 0.250791 0.879142 -0.31221
922 1.33 0.0927 0.249282 0.879454 -0.31138
923 1.33 0.0958 0.247773 0.879766 -0.31055
924 1.33 0.0982 0.246264 0.880078 -0.30972
925 1.33 0.101 0.244755 0.88039 -0.30889
926 1.33 0.104 0.243246 0.880702 -0.30806
927 1.33 0.107 0.241737 0.881014 -0.30723
928 1.33 0.111 0.240228 0.881326 -0.3064
929 1.33 0.119 0.238719 0.881638 -0.30557
930 1.33 0.125 0.23721 0.88195 -0.30474
931 1.33 0.128 0.235713 0.88226 -0.303989
932 1.33 0.133 0.234216 0.88257 -0.303238
933 1.33 0.137 0.232719 0.88288 -0.302487
934 1.33 0.141 0.231222 0.88319 -0.301736
935 1.33 0.147 0.229725 0.8835 -0.300985
936 1.33 0.156 0.228228 0.88381 -0.300234
937 1.33 0.164 0.226731 0.88412 -0.299483
938 1.33 0.169 0.225234 0.88443 -0.298732
939 1.33 0.173 0.223737 0.88474 -0.297981
940 1.33 0.182 0.22224 0.88505 -0.29723
941 1.33 0.196 0.220732 0.885356 -0.296519
942 1.33 0.205 0.219224 0.885662 -0.295808
943 1.33 0.211 0.217716 0.885968 -0.295097
944 1.33 0.219 0.216208 0.886274 -0.294386
945 1.33 0.229 0.2147 0.88658 -0.293675
946 1.33 0.239 0.213192 0.886886 -0.292964
947 1.33 0.247 0.211684 0.887192 -0.292253
948 1.33 0.254 0.210176 0.887498 -0.291542
949 1.33 0.27 0.208668 0.887804 -0.290831
950 1.33 0.298 0.20716 0.88811 -0.29012
951 1.33 0.315 0.205573 0.888412 -0.289675
952 1.33 0.327 0.203986 0.888714 -0.28923
953 1.33 0.344 0.202399 0.889016 -0.288785
954 1.33 0.362 0.200812 0.889318 -0.28834
955 1.33 0.379 0.199225 0.88962 -0.287895
956 1.33 0.393 0.197638 0.889922 -0.28745
957 1.33 0.407 0.196051 0.890224 -0.287005
958 1.33 0.418 0.194464 0.890526 -0.28656
959 1.33 0.427 0.192877 0.890828 -0.286115
960 1.33 0.439 0.19129 0.89113 -0.28567
961 1.33 0.454 0.189708 0.891444 -0.28529
962 1.33 0.461 0.188126 0.891758 -0.28491
963 1.33 0.463 0.186544 0.892072 -0.28453
964 1.33 0.466 0.184962 0.892386 -0.28415
965 1.33 0.47 0.18338 0.8927 -0.28377
966 1.33 0.473 0.181798 0.893014 -0.28339
967 1.33 0.476 0.180216 0.893328 -0.28301
968 1.33 0.477 0.178634 0.893642 -0.28263
969 1.33 0.479 0.177052 0.893956 -0.28225
970 1.33 0.48 0.17547 0.89427 -0.28187
971 1.33 0.481 0.174164 0.894555 -0.28099
972 1.33 0.483 0.172858 0.89484 -0.28011
973 1.33 0.484 0.171552 0.895125 -0.27923
974 1.33 0.486 0.170246 0.89541 -0.27835
975 1.33 0.487 0.16894 0.895695 -0.27747
976 1.33 0.487 0.167634 0.89598 -0.27659
977 1.33 0.486 0.166328 0.896265 -0.27571
978 1.33 0.486 0.165022 0.89655 -0.27483
979 1.33 0.484 0.163716 0.896835 -0.27395
980 1.33 0.482 0.16241 0.89712 -0.27307
981 1.33 0.48 0.160745 0.897431 -0.273312
982 1.33 0.479 0.15908 0.897742 -0.273554
983 1.33 0.476 0.157415 0.898053 -0.273796
984 1.33 0.474 0.15575 0.898364 -0.274038
985 1.33 0.471 0.154085 0.898675 -0.27428
986 1.33 0.468 0.15242 0.898986 -0.274522
987 1.33 0.464 0.150755 0.899297 -0.274764
988 1.33 0.46 0.14909 0.899608 -0.275006
989 1.33 0.457 0.147425 0.899919 -0.275248
990 1.33 0.453 0.14576 0.90023 -0.27549
991 1.33 0.448 0.144053 0.900534 -0.275736
992 1.33 0.443 0.142346 0.900838 -0.275982
993 1.33 0.44 0.140639 0.901142 -0.276228
994 1.33 0.436 0.138932 0.901446 -0.276474
995 1.33 0.432 0.137225 0.90175 -0.27672
996 1.33 0.427 0.135518 0.902054 -0.276966
997 1.33 0.422 0.133811 0.902358 -0.277212
998 1.33 0.417 0.132104 0.902662 -0.277458
999 1.33 0.412 0.130397 0.902966 -0.277704
1000 1.33 0.407 0.12869 0.90327 -0.27795
1001 1.33 0.402 0.126927 0.903566 -0.27835
1002 1.33 0.396 0.125164 0.903862 -0.27875
1003 1.33 0.392 0.123401 0.904158 -0.27915
1004 1.33 0.387 0.121638 0.904454 -0.27955
1005 1.33 0.382 0.119875 0.90475 -0.27995
1006 1.33 0.376 0.118112 0.905046 -0.28035
1007 1.33 0.37 0.116349 0.905342 -0.28075
1008 1.33 0.364 0.114586 0.905638 -0.28115
1009 1.33 0.358 0.112823 0.905934 -0.28155
1010 1.33 0.352 0.11106 0.90623 -0.28195
1011 1.33 0.346 0.109291 0.90652 -0.282394
1012 1.33 0.34 0.107522 0.90681 -0.282838
1013 1.33 0.335 0.105753 0.9071 -0.283282
1014 1.33 0.33 0.103984 0.90739 -0.283726
1015 1.33 0.324 0.102215 0.90768 -0.28417
1016 1.33 0.319 0.100446 0.90797 -0.284614
1017 1.33 0.314 0.098677 0.90826 -0.285058
1018 1.33 0.309 0.096908 0.90855 -0.285502
1019 1.33 0.302 0.095139 0.90884 -0.285946
1020 1.33 0.296 0.09337 0.90913 -0.28639
1021 1.33 0.29 0.091644 0.909412 -0.286881
1022 1.33 0.284 0.089918 0.909694 -0.287372
1023 1.33 0.278 0.088192 0.909976 -0.287863
1024 1.33 0.272 0.086466 0.910258 -0.288354
1025 1.33 0.267 0.08474 0.91054 -0.288845
1026 1.33 0.262 0.083014 0.910822 -0.289336
1027 1.33 0.257 0.081288 0.911104 -0.289827
1028 1.33 0.251 0.079562 0.911386 -0.290318
1029 1.33 0.244 0.077836 0.911668 -0.290809
1030 1.33 0.239 0.07611 0.91195 -0.2913
1031 1.33 0.236 0.074431 0.912224 -0.291799
1032 1.33 0.233 0.072752 0.912498 -0.292298
1033 1.33 0.23 0.071073 0.912772 -0.292797
1034 1.33 0.225 0.069394 0.913046 -0.293296
1035 1.33 0.22 0.067715 0.91332 -0.293795
1036 1.33 0.215 0.066036 0.913594 -0.294294
1037 1.33 0.211 0.064357 0.913868 -0.294793
1038 1.33 0.206 0.062678 0.914142 -0.295292
1039 1.33 0.202 0.060999 0.914416 -0.295791
1040 1.33 0.198 0.05932 0.91469 -0.29629
1041 1.33 0.194 0.05773 0.914955 -0.296793
1042 1.33 0.19 0.05614 0.91522 -0.297296
1043 1.33 0.187 0.05455 0.915485 -0.297799
1044 1.33 0.184 0.05296 0.91575 -0.298302
1045 1.33 0.182 0.05137 0.916015 -0.298805
1046 1.33 0.179 0.04978 0.91628 -0.299308
1047 1.33 0.175 0.04819 0.916545 -0.299811
1048 1.33 0.172 0.0466 0.91681 -0.300314
1049 1.33 0.169 0.04501 0.917075 -0.300817
1050 1.33 0.166 0.04342 0.91734 -0.30132
1051 1.33 0.164 0.04182 0.917599 -0.301925
1052 1.33 0.161 0.04022 0.917858 -0.30253
1053 1.33 0.159 0.03862 0.918117 -0.303135
1054 1.33 0.156 0.03702 0.918376 -0.30374
1055 1.33 0.155 0.03542 0.918635 -0.304345
1056 1.33 0.153 0.03382 0.918894 -0.30495
1057 1.33 0.152 0.03222 0.919153 -0.305555
1058 1.33 0.151 0.03062 0.919412 -0.30616
1059 1.33 0.15 0.02902 0.919671 -0.306765
1060 1.33 0.148 0.02742 0.91993 -0.30737
1061 1.33 0.146 0.025767 0.920196 -0.308085
1062 1.33 0.145 0.024114 0.920462 -0.3088
1063 1.33 0.144 0.022461 0.920728 -0.309515
1064 1.33 0.144 0.020808 0.920994 -0.31023
1065 1.33 0.143 0.019155 0.92126 -0.310945
1066 1.33 0.143 0.017502 0.921526 -0.31166
1067 1.33 0.142 0.015849 0.921792 -0.312375
1068 1.33 0.141 0.014196 0.922058 -0.31309
1069 1.33 0.141 0.012543 0.922324 -0.313805
1070 1.33 0.141 0.01089 0.92259 -0.31452
1071 1.33 0.141 0.009243 0.922853 -0.315355
1072 1.33 0.141 0.007596 0.923116 -0.31619
1073 1.33 0.141 0.005949 0.923379 -0.317025
1074 1.33 0.141 0.004302 0.923642 -0.31786
1075 1.33 0.141 0.002655 0.923905 -0.318695
1076 1.33 0.143 0.001008 0.924168 -0.31953
1077 1.33 0.144 -0.000638999999999999 0.924431 -0.320365
1078 1.33 0.144 -0.002286 0.924694 -0.3212
1079 1.33 0.144 -0.003933 0.924957 -0.322035
1080 1.33 0.144 -0.00558 0.92522 -0.32287
1081 1.33 0.146 -0.007271 0.925482 -0.323808
1082 1.33 0.148 -0.008962 0.925744 -0.324746
1083 1.33 0.15 -0.010653 0.926006 -0.325684
1084 1.33 0.152 -0.012344 0.926268 -0.326622
1085 1.33 0.153 -0.014035 0.92653 -0.32756
1086 1.33 0.155 -0.015726 0.926792 -0.328498
1087 1.33 0.156 -0.017417 0.927054 -0.329436
1088 1.33 0.158 -0.019108 0.927316 -0.330374
1089 1.33 0.16 -0.020799 0.927578 -0.331312
1090 1.33 0.163 -0.02249 0.92784 -0.33225
1091 1.33 0.166 -0.024057 0.928109 -0.333239
1092 1.33 0.168 -0.025624 0.928378 -0.334228
1093 1.33 0.169 -0.027191 0.928647 -0.335217
1094 1.33 0.171 -0.028758 0.928916 -0.336206
1095 1.33 0.174 -0.030325 0.929185 -0.337195
1096 1.33 0.178 -0.031892 0.929454 -0.338184
1097 1.33 0.182 -0.033459 0.929723 -0.339173
1098 1.33 0.187 -0.035026 0.929992 -0.340162
1099 1.33 0.189 -0.036593 0.930261 -0.341151
1100 1.33 0.191 -0.03816 0.93053 -0.34214
1101 1.33 0.193 -0.039817 0.930774 -0.343193
1102 1.33 0.197 -0.041474 0.931018 -0.344246
1103 1.33 0.201 -0.043131 0.931262 -0.345299
1104 1.33 0.203 -0.044788 0.931506 -0.346352
1105 1.33 0.205 -0.046445 0.93175 -0.347405
1106 1.33 0.208 -0.048102 0.931994 -0.348458
1107 1.33 0.212 -0.049759 0.932238 -0.349511
1108 1.33 0.217 -0.051416 0.932482 -0.350564
1109 1.33 0.22 -0.053073 0.932726 -0.351617
1110 1.33 0.222 -0.05473 0.93297 -0.35267
1111 1.33 0.225 -0.056391 0.933233 -0.353788
1112 1.33 0.23 -0.058052 0.933496 -0.354906
1113 1.33 0.234 -0.059713 0.933759 -0.356024
1114 1.33 0.235 -0.061374 0.934022 -0.357142
1115 1.33 0.234 -0.063035 0.934285 -0.35826
1116 1.33 0.235 -0.064696 0.934548 -0.359378
1117 1.33 0.24 -0.066357 0.934811 -0.360496
1118 1.33 0.245 -0.068018 0.935074 -0.361614
1119 1.33 0.249 -0.069679 0.935337 -0.362732
1120 1.33 0.253 -0.07134 0.9356 -0.36385
1121 1.33 0.258 -0.07298 0.935866 -0.364948
1122 1.33 0.265 -0.07462 0.936132 -0.366046
1123 1.33 0.272 -0.07626 0.936398 -0.367144
1124 1.33 0.277 -0.0779 0.936664 -0.368242
1125 1.33 0.281 -0.07954 0.93693 -0.36934
1126 1.33 0.289 -0.08118 0.937196 -0.370438
1127 1.33 0.302 -0.08282 0.937462 -0.371536
1128 1.33 0.316 -0.08446 0.937728 -0.372634
1129 1.33 0.327 -0.0861 0.937994 -0.373732
1130 1.33 0.338 -0.08774 0.93826 -0.37483
1131 1.33 0.353 -0.089327 0.938497 -0.375851
1132 1.33 0.377 -0.090914 0.938734 -0.376872
1133 1.33 0.404 -0.092501 0.938971 -0.377893
1134 1.33 0.428 -0.094088 0.939208 -0.378914
1135 1.33 0.45 -0.095675 0.939445 -0.379935
1136 1.33 0.471 -0.097262 0.939682 -0.380956
1137 1.33 0.493 -0.098849 0.939919 -0.381977
1138 1.33 0.52 -0.100436 0.940156 -0.382998
1139 1.33 0.557 -0.102023 0.940393 -0.384019
1140 1.33 0.605 -0.10361 0.94063 -0.38504
1141 1.33 0.652 -0.105055 0.940849 -0.385819
1142 1.33 0.686 -0.1065 0.941068 -0.386598
1143 1.33 0.716 -0.107945 0.941287 -0.387377
1144 1.33 0.754 -0.10939 0.941506 -0.388156
1145 1.33 0.806 -0.110835 0.941725 -0.388935
1146 1.33 0.86 -0.11228 0.941944 -0.389714
1147 1.33 0.898 -0.113725 0.942163 -0.390493
1148 1.33 0.925 -0.11517 0.942382 -0.391272
1149 1.33 0.949 -0.116615 0.942601 -0.392051
1150 1.33 0.977 -0.11806 0.94282 -0.39283
1151 1.33 1.01 -0.119401 0.943034 -0.393584
1152 1.33 1.04 -0.120742 0.943248 -0.394338
1153 1.33 1.07 -0.122083 0.943462 -0.395092
1154 1.33 1.1 -0.123424 0.943676 -0.395846
1155 1.33 1.12 -0.124765 0.94389 -0.3966
1156 1.33 1.13 -0.126106 0.944104 -0.397354
1157 1.33 1.14 -0.127447 0.944318 -0.398108
1158 1.33 1.15 -0.128788 0.944532 -0.398862
1159 1.33 1.16 -0.130129 0.944746 -0.399616
1160 1.33 1.17 -0.13147 0.94496 -0.40037
1161 1.33 1.18 -0.132839 0.945187 -0.401342
1162 1.33 1.19 -0.134208 0.945414 -0.402314
1163 1.33 1.19 -0.135577 0.945641 -0.403286
1164 1.33 1.2 -0.136946 0.945868 -0.404258
1165 1.33 1.2 -0.138315 0.946095 -0.40523
1166 1.33 1.2 -0.139684 0.946322 -0.406202
1167 1.33 1.2 -0.141053 0.946549 -0.407174
1168 1.33 1.21 -0.142422 0.946776 -0.408146
1169 1.33 1.21 -0.143791 0.947003 -0.409118
1170 1.33 1.21 -0.14516 0.94723 -0.41009
1171 1.33 1.21 -0.146505 0.947459 -0.411047
1172 1.33 1.22 -0.14785 0.947688 -0.412004
1173 1.33 1.23 -0.149195 0.947917 -0.412961
1174 1.33 1.23 -0.15054 0.948146 -0.413918
1175 1.33 1.23 -0.151885 0.948375 -0.414875
1176 1.33 1.23 -0.15323 0.948604 -0.415832
1177 1.33 1.23 -0.154575 0.948833 -0.416789
1178 1.33 1.23 -0.15592 0.949062 -0.417746
1179 1.33 1.24 -0.157265 0.949291 -0.418703
1180 1.33 1.24 -0.15861 0.94952 -0.41966
1181 1.33 1.24 -0.159927 0.949741 -0.42054
1182 1.33 1.24 -0.161244 0.949962 -0.42142
1183 1.33 1.25 -0.162561 0.950183 -0.4223
1184 1.33 1.25 -0.163878 0.950404 -0.42318
1185 1.33 1.26 -0.165195 0.950625 -0.42406
1186 1.33 1.26 -0.166512 0.950846 -0.42494
1187 1.33 1.26 -0.167829 0.951067 -0.42582
1188 1.33 1.26 -0.169146 0.951288 -0.4267
1189 1.33 1.27 -0.170463 0.951509 -0.42758
1190 1.33 1.27 -0.17178 0.95173 -0.42846
1191 1.33 1.27 -0.173096 0.951942 -0.429291
1192 1.33 1.27 -0.174412 0.952154 -0.430122
1193 1.33 1.28 -0.175728 0.952366 -0.430953
1194 1.32 1.28 -0.177044 0.952578 -0.431784
1195 1.32 1.28 -0.17836 0.95279 -0.432615
1196 1.32 1.28 -0.179676 0.953002 -0.433446
1197 1.32 1.28 -0.180992 0.953214 -0.434277
1198 1.32 1.28 -0.182308 0.953426 -0.435108
1199 1.32 1.28 -0.183624 0.953638 -0.435939
1200 1.32 1.27 -0.18494 0.95385 -0.43677
1201 1.32 1.27 -0.186199 0.954055 -0.437491
1202 1.32 1.27 -0.187458 0.95426 -0.438212
1203 1.33 1.27 -0.188717 0.954465 -0.438933
1204 1.33 1.27 -0.189976 0.95467 -0.439654
1205 1.33 1.27 -0.191235 0.954875 -0.440375
1206 1.33 1.27 -0.192494 0.95508 -0.441096
1207 1.33 1.26 -0.193753 0.955285 -0.441817
1208 1.33 1.26 -0.195012 0.95549 -0.442538
1209 1.33 1.26 -0.196271 0.955695 -0.443259
1210 1.33 1.26 -0.19753 0.9559 -0.44398
1211 1.33 1.25 -0.198701 0.956098 -0.44449
1212 1.33 1.25 -0.199872 0.956296 -0.445
1213 1.33 1.24 -0.201043 0.956494 -0.44551
1214 1.33 1.24 -0.202214 0.956692 -0.44602
1215 1.33 1.24 -0.203385 0.95689 -0.44653
1216 1.33 1.24 -0.204556 0.957088 -0.44704
1217 1.33 1.23 -0.205727 0.957286 -0.44755
1218 1.33 1.22 -0.206898 0.957484 -0.44806
1219 1.33 1.22 -0.208069 0.957682 -0.44857
1220 1.33 1.21 -0.20924 0.95788 -0.44908
1221 1.33 1.21 -0.210241 0.958068 -0.449213
1222 1.33 1.21 -0.211242 0.958256 -0.449346
1223 1.33 1.21 -0.212243 0.958444 -0.449479
1224 1.33 1.21 -0.213244 0.958632 -0.449612
1225 1.33 1.2 -0.214245 0.95882 -0.449745
1226 1.33 1.2 -0.215246 0.959008 -0.449878
1227 1.33 1.2 -0.216247 0.959196 -0.450011
1228 1.33 1.2 -0.217248 0.959384 -0.450144
1229 1.33 1.19 -0.218249 0.959572 -0.450277
1230 1.33 1.19 -0.21925 0.95976 -0.45041
1231 1.33 1.18 -0.220151 0.959938 -0.4504
1232 1.33 1.18 -0.221052 0.960116 -0.45039
1233 1.33 1.18 -0.221953 0.960294 -0.45038
1234 1.33 1.17 -0.222854 0.960472 -0.45037
1235 1.33 1.17 -0.223755 0.96065 -0.45036
1236 1.33 1.16 -0.224656 0.960828 -0.45035
1237 1.33 1.16 -0.225557 0.961006 -0.45034
1238 1.33 1.16 -0.226458 0.961184 -0.45033
1239 1.33 1.16 -0.227359 0.961362 -0.45032
1240 1.33 1.16 -0.22826 0.96154 -0.45031
1241 1.33 1.15 -0.229222 0.96172 -0.450564
1242 1.33 1.15 -0.230184 0.9619 -0.450818
1243 1.33 1.14 -0.231146 0.96208 -0.451072
1244 1.33 1.14 -0.232108 0.96226 -0.451326
1245 1.33 1.13 -0.23307 0.96244 -0.45158
1246 1.33 1.13 -0.234032 0.96262 -0.451834
1247 1.33 1.13 -0.234994 0.9628 -0.452088
1248 1.33 1.12 -0.235956 0.96298 -0.452342
1249 1.33 1.12 -0.236918 0.96316 -0.452596
1250 1.32 1.12 -0.23788 0.96334 -0.45285
1251 1.32 1.11 -0.238807 0.963515 -0.453086
1252 1.32 1.11 -0.239734 0.96369 -0.453322
1253 1.32 1.1 -0.240661 0.963865 -0.453558
1254 1.32 1.1 -0.241588 0.96404 -0.453794
1255 1.32 1.1 -0.242515 0.964215 -0.45403
1256 1.32 1.1 -0.243442 0.96439 -0.454266
1257 1.32 1.1 -0.244369 0.964565 -0.454502
1258 1.32 1.1 -0.245296 0.96474 -0.454738
1259 1.32 1.1 -0.246223 0.964915 -0.454974
1260 1.32 1.09 -0.24715 0.96509 -0.45521
1261 1.32 1.09 -0.248012 0.965255 -0.455262
1262 1.32 1.09 -0.248874 0.96542 -0.455314
1263 1.32 1.08 -0.249736 0.965585 -0.455366
1264 1.32 1.08 -0.250598 0.96575 -0.455418
1265 1.32 1.08 -0.25146 0.965915 -0.45547
1266 1.32 1.08 -0.252322 0.96608 -0.455522
1267 1.32 1.08 -0.253184 0.966245 -0.455574
1268 1.32 1.08 -0.254046 0.96641 -0.455626
1269 1.32 1.08 -0.254908 0.966575 -0.455678
1270 1.32 1.08 -0.25577 0.96674 -0.45573
1271 1.32 1.08 -0.256471 0.966888 -0.455379
1272 1.32 1.09 -0.257172 0.967036 -0.455028
1273 1.32 1.09 -0.257873 0.967184 -0.454677
1274 1.32 1.1 -0.258574 0.967332 -0.454326
1275 1.32 1.1 -0.259275 0.96748 -0.453975
1276 1.32 1.11 -0.259976 0.967628 -0.453624
1277 1.32 1.11 -0.260677 0.967776 -0.453273
1278 1.32 1.11 -0.261378 0.967924 -0.452922
1279 1.32 1.12 -0.262079 0.968072 -0.452571
1280 1.32 1.12 -0.26278 0.96822 -0.45222
1281 1.32 1.13 -0.263236 0.968343 -0.451221
1282 1.32 1.14 -0.263692 0.968466 -0.450222
1283 1.32 1.15 -0.264148 0.968589 -0.449223
1284 1.32 1.16 -0.264604 0.968712 -0.448224
1285 1.32 1.16 -0.26506 0.968835 -0.447225
1286 1.32 1.17 -0.265516 0.968958 -0.446226
1287 1.32 1.18 -0.265972 0.969081 -0.445227
1288 1.32 1.18 -0.266428 0.969204 -0.444228
1289 1.32 1.19 -0.266884 0.969327 -0.443229
1290 1.32 1.2 -0.26734 0.96945 -0.44223
1291 1.32 1.21 -0.267648 0.969562 -0.440877
1292 1.32 1.22 -0.267956 0.969674 -0.439524
1293 1.32 1.23 -0.268264 0.969786 -0.438171
1294 1.32 1.24 -0.268572 0.969898 -0.436818
1295 1.32 1.25 -0.26888 0.97001 -0.435465
1296 1.32 1.27 -0.269188 0.970122 -0.434112
1297 1.32 1.28 -0.269496 0.970234 -0.432759
1298 1.32 1.3 -0.269804 0.970346 -0.431406
1299 1.32 1.31 -0.270112 0.970458 -0.430053
1300 1.32 1.32 -0.27042 0.97057 -0.4287
1301 1.32 1.34 -0.270704 0.970675 -0.427315
1302 1.32 1.35 -0.270988 0.97078 -0.42593
1303 1.32 1.37 -0.271272 0.970885 -0.424545
1304 1.32 1.39 -0.271556 0.97099 -0.42316
1305 1.32 1.42 -0.27184 0.971095 -0.421775
1306 1.32 1.44 -0.272124 0.9712 -0.42039
1307 1.32 1.47 -0.272408 0.971305 -0.419005
1308 1.32 1.49 -0.272692 0.97141 -0.41762
1309 1.32 1.51 -0.272976 0.971515 -0.416235
1310 1.32 1.53 -0.27326 0.97162 -0.41485
1311 1.32 1.56 -0.273634 0.971722 -0.413749
1312 1.32 1.58 -0.274008 0.971824 -0.412648
1313 1.32 1.61 -0.274382 0.971926 -0.411547
1314 1.32 1.64 -0.274756 0.972028 -0.410446
1315 1.32 1.67 -0.27513 0.97213 -0.409345
1316 1.32 1.7 -0.275504 0.972232 -0.408244
1317 1.32 1.73 -0.275878 0.972334 -0.407143
1318 1.32 1.76 -0.276252 0.972436 -0.406042
1319 1.32 1.79 -0.276626 0.972538 -0.404941
1320 1.32 1.83 -0.277 0.97264 -0.40384
1321 1.32 1.87 -0.277311 0.972727 -0.402591
1322 1.32 1.91 -0.277622 0.972814 -0.401342
1323 1.32 1.94 -0.277933 0.972901 -0.400093
1324 1.32 1.97 -0.278244 0.972988 -0.398844
1325 1.32 2.01 -0.278555 0.973075 -0.397595
1326 1.32 2.05 -0.278866 0.973162 -0.396346
1327 1.32 2.1 -0.279177 0.973249 -0.395097
1328 1.32 2.15 -0.279488 0.973336 -0.393848
1329 1.32 2.2 -0.279799 0.973423 -0.392599
1330 1.32 2.24 -0.28011 0.97351 -0.39135
1331 1.32 2.28 -0.280381 0.973594 -0.390078
1332 1.32 2.31 -0.280652 0.973678 -0.388806
1333 1.32 2.36 -0.280923 0.973762 -0.387534
1334 1.32 2.42 -0.281194 0.973846 -0.386262
1335 1.32 2.48 -0.281465 0.97393 -0.38499
1336 1.32 2.54 -0.281736 0.974014 -0.383718
1337 1.32 2.59 -0.282007 0.974098 -0.382446
1338 1.32 2.63 -0.282278 0.974182 -0.381174
1339 1.32 2.67 -0.282549 0.974266 -0.379902
1340 1.32 2.7 -0.28282 0.97435 -0.37863
1341 1.32 2.74 -0.282605 0.974452 -0.376184
1342 1.32 2.78 -0.28239 0.974554 -0.373738
1343 1.32 2.83 -0.282175 0.974656 -0.371292
1344 1.32 2.89 -0.28196 0.974758 -0.368846
1345 1.32 2.96 -0.281745 0.97486 -0.3664
1346 1.32 3.03 -0.28153 0.974962 -0.363954
1347 1.32 3.1 -0.281315 0.975064 -0.361508
1348 1.32 3.15 -0.2811 0.975166 -0.359062
1349 1.32 3.18 -0.280885 0.975268 -0.356616
1350 1.32 3.23 -0.28067 0.97537 -0.35417
1351 1.32 3.27 -0.279863 0.97548 -0.350253
1352 1.32 3.32 -0.279056 0.97559 -0.346336
1353 1.32 3.36 -0.278249 0.9757 -0.342419
1354 1.32 3.41 -0.277442 0.97581 -0.338502
1355 1.32 3.45 -0.276635 0.97592 -0.334585
1356 1.32 3.5 -0.275828 0.97603 -0.330668
1357 1.32 3.54 -0.275021 0.97614 -0.326751
1358 1.32 3.6 -0.274214 0.97625 -0.322834
1359 1.32 3.65 -0.273407 0.97636 -0.318917
1360 1.32 3.7 -0.2726 0.97647 -0.315
1361 1.32 3.75 -0.271625 0.976403 -0.31062
1362 1.32 3.8 -0.27065 0.976336 -0.30624
1363 1.32 3.87 -0.269675 0.976269 -0.30186
1364 1.32 3.93 -0.2687 0.976202 -0.29748
1365 1.32 3.99 -0.267725 0.976135 -0.2931
1366 1.32 4.06 -0.26675 0.976068 -0.28872
1367 1.32 4.13 -0.265775 0.976001 -0.28434
1368 1.32 4.22 -0.2648 0.975934 -0.27996
1369 1.32 4.3 -0.263825 0.975867 -0.27558
1370 1.32 4.39 -0.26285 0.9758 -0.2712
1371 1.32 4.5 -0.259141 0.975519 -0.259949
1372 1.32 4.63 -0.255432 0.975238 -0.248698
1373 1.32 4.74 -0.251723 0.974957 -0.237447
1374 1.32 4.9 -0.248014 0.974676 -0.226196
1375 1.32 5.09 -0.244305 0.974395 -0.214945
1376 1.32 5.26 -0.240596 0.974114 -0.203694
1377 1.32 5.48 -0.236887 0.973833 -0.192443
1378 1.32 5.72 -0.233178 0.973552 -0.181192
1379 1.32 6.01 -0.229469 0.973271 -0.169941
1380 1.32 6.24 -0.22576 0.97299 -0.15869
1381 1.32 6.58 -0.220917 0.972411 -0.144295
1382 1.32 6.93 -0.216074 0.971832 -0.1299
1383 1.32 7.31 -0.211231 0.971253 -0.115505
1384 1.32 7.63 -0.206388 0.970674 -0.10111
1385 1.32 8.09 -0.201545 0.970095 -0.086715
1386 1.32 8.55 -0.196702 0.969516 -0.07232
1387 1.32 9.03 -0.191859 0.968937 -0.057925
1388 1.32 9.59 -0.187016 0.968358 -0.04353
1389 1.32 10 -0.182173 0.967779 -0.029135
1390 1.32 10.6 -0.17733 0.9672 -0.01474
1391 1.32 11.2 -0.174628 0.966545 -0.006278
1392 1.32 11.8 -0.171926 0.96589 0.002184
1393 1.32 12.5 -0.169224 0.965235 0.010646
1394 1.32 13.2 -0.166522 0.96458 0.019108
1395 1.32 13.7 -0.16382 0.963925 0.02757
1396 1.32 14.3 -0.161118 0.96327 0.036032
1397 1.32 15.1 -0.158416 0.962615 0.044494
1398 1.32 15.8 -0.155714 0.96196 0.052956
1399 1.32 16.5 -0.153012 0.961305 0.061418
1400 1.32 17.1 -0.15031 0.96065 0.06988
1401 1.32 17.8 -0.146073 0.959934 0.080299
1402 1.32 18.5 -0.141836 0.959218 0.090718
1403 1.32 19.2 -0.137599 0.958502 0.101137
1404 1.32 19.8 -0.133362 0.957786 0.111556
1405 1.32 20.3 -0.129125 0.95707 0.121975
1406 1.32 20.9 -0.124888 0.956354 0.132394
1407 1.32 21.5 -0.120651 0.955638 0.142813
1408 1.32 22 -0.116414 0.954922 0.153232
1409 1.32 22.6 -0.112177 0.954206 0.163651
1410 1.32 23.1 -0.10794 0.95349 0.17407
1411 1.32 23.6 -0.107366 0.953646 0.17349
1412 1.32 24.1 -0.106792 0.953802 0.17291
1413 1.32 24.5 -0.106218 0.953958 0.17233
1414 1.32 24.9 -0.105644 0.954114 0.17175
1415 1.32 25.3 -0.10507 0.95427 0.17117
1416 1.32 25.7 -0.104496 0.954426 0.17059
1417 1.32 26.1 -0.103922 0.954582 0.17001
1418 1.32 26.4 -0.103348 0.954738 0.16943
1419 1.32 26.7 -0.102774 0.954894 0.16885
1420 1.32 27 -0.1022 0.95505 0.16827
1421 1.32 27.3 -0.108277 0.955713 0.152341
1422 1.32 27.6 -0.114354 0.956376 0.136412
1423 1.32 27.8 -0.120431 0.957039 0.120483
1424 1.32 28.1 -0.126508 0.957702 0.104554
1425 1.32 28.4 -0.132585 0.958365 0.088625
1426 1.32 28.6 -0.138662 0.959028 0.072696
1427 1.32 28.8 -0.144739 0.959691 0.056767
